user_id,request_type,type_id,request_timestamp
zyev3Znd,Complaint about a video review,8,2019-04-09 20:44:10
MGtPoXIF,The review was deleted,7,2019-04-18 16:48:57
RHPsWFax,Fraud,5,2019-03-20 10:15:50
FrKXhgLz,Complaint about a store item,3,2019-03-13 21:24:21
JgswujLa,Complaint about a store item,3,2019-03-05 17:21:38
rrjkAM6C,Sale of prohibited items,6,2019-03-03 20:14:39
nvfJPh1M,Website not working,1,2019-03-04 19:21:51
aInwM9m1,The review was deleted,7,2019-04-24 18:23:27
HA8n31N1,The review was deleted,7,2019-03-25 13:21:46
zOmSJYn4,Website not working,1,2019-04-11 18:21:19
78G7Woka,The review was deleted,7,2019-04-23 12:53:53
T1jLZhMK,Fraud,5,2019-04-18 20:24:31
So2k3J5S,Complaint about a store item,3,2019-04-08 21:24:25
y4HC1kji,Complaint about a video review,8,2019-03-08 10:27:47
D6gsOooR,Complaint about a store item,3,2019-04-10 15:17:15
a8VOn6E0,Fraud,5,2019-04-24 15:31:10
teQaIfAi,Fake reviews,2,2019-03-12 21:59:44
Vnp797vq,The review was deleted,7,2019-03-17 16:20:24
f2zj7evu,Complaint about a video review,8,2019-03-07 21:45:46
YkOaCr6b,Complaint about a video review,8,2019-03-05 18:33:17
4lOJMaLy,Sale of counterfeited items,4,2019-03-14 14:57:59
8LXDaaXv,Fake reviews,2,2019-03-22 14:26:56
YdEB39uW,Fraud,5,2019-04-17 10:24:40
TbzPmmEx,Website not working,1,2019-03-30 10:24:55
pcHgn9Ls,Complaint about a store item,3,2019-03-16 21:46:42
bWbl6gJL,Sale of counterfeited items,4,2019-03-05 18:50:27
Aedab2wL,Fraud,5,2019-03-22 13:58:43
eR5ZHfIb,Sale of counterfeited items,4,2019-03-14 12:21:18
bjKBiLi5,Complaint about a video review,8,2019-04-22 15:52:37
G9b9ugZP,Fraud,5,2019-03-15 21:27:44
nBkIFCus,Complaint about a video review,8,2019-04-01 13:54:35
ylB5se80,The review was deleted,7,2019-03-06 13:34:53
lF8ZL01g,Fraud,5,2019-03-22 16:32:53
iuXkaVpf,Website not working,1,2019-03-05 19:33:52
xP3B84h8,Fake reviews,2,2019-04-02 19:54:15
WqbBPBye,Sale of counterfeited items,4,2019-03-28 12:46:43
wYaawCTL,Fake reviews,2,2019-04-04 19:57:11
Y3NBCWu7,Fraud,5,2019-03-10 20:43:40
nZRF7hqa,The review was deleted,7,2019-03-29 11:44:20
yTwzZZyq,The review was deleted,7,2019-04-18 17:34:37
rR83V8Ey,Fake reviews,2,2019-04-14 19:54:12
NpahfxHV,Sale of prohibited items,6,2019-03-03 10:23:45
qD4082bm,Complaint about a store item,3,2019-04-20 12:37:11
3tckTwBA,Sale of counterfeited items,4,2019-03-22 20:45:39
H6XBaeW3,Sale of counterfeited items,4,2019-03-07 10:52:17
vaIygfDK,Fraud,5,2019-04-18 14:39:22
FERhTvND,Complaint about a store item,3,2019-03-19 21:54:46
hg3G6eFc,The review was deleted,7,2019-03-22 21:11:52
kzdXMaOf,The review was deleted,7,2019-03-04 21:44:32
Twq2uc7E,Complaint about a store item,3,2019-03-06 14:52:37
GuOb9kR1,Sale of counterfeited items,4,2019-04-01 18:47:58
UBGbHT8z,Complaint about a store item,3,2019-04-21 21:56:56
x8KdPIm7,Fake reviews,2,2019-03-05 21:10:10
M228tRli,The review was deleted,7,2019-03-04 15:21:51
p76B8hUR,Sale of counterfeited items,4,2019-03-09 21:56:21
t0yR0OSS,Sale of prohibited items,6,2019-03-02 15:23:41
0tsph3va,Sale of prohibited items,6,2019-03-19 17:14:17
aFSWoZJw,Complaint about a video review,8,2019-04-12 19:34:50
kCQu8bTW,Fraud,5,2019-04-15 11:42:27
lEimNwlC,Complaint about a video review,8,2019-03-15 20:14:13
3bVC80hI,Sale of counterfeited items,4,2019-03-27 13:42:19
iFgfxivQ,Fraud,5,2019-03-19 16:37:35
PZNizihR,Fraud,5,2019-03-19 12:39:56
PzoliCaN,Complaint about a store item,3,2019-03-18 10:54:31
u9JJg2o5,The review was deleted,7,2019-04-10 12:21:23
HRdrDMbT,Complaint about a video review,8,2019-04-30 19:13:41
rJtv2LhN,Sale of prohibited items,6,2019-03-13 21:16:17
mYT9GhXr,Fake reviews,2,2019-03-15 18:20:10
UTj4z3AR,Fake reviews,2,2019-04-27 11:12:37
1ww2VchZ,Website not working,1,2019-04-20 15:29:11
didhIIkF,Website not working,1,2019-04-11 15:48:51
hy8hRzWR,Complaint about a store item,3,2019-03-12 21:48:41
R1oT73AJ,Sale of counterfeited items,4,2019-04-29 15:12:33
fliVXEIK,Website not working,1,2019-03-09 21:29:24
MBW8qcRM,Fake reviews,2,2019-04-29 10:31:39
QJeDw4CQ,Fraud,5,2019-03-27 20:13:15
yuPu70Ya,Fraud,5,2019-03-25 21:44:39
ruAMLGnL,Complaint about a store item,3,2019-04-13 13:29:19
5XcneFeg,Fraud,5,2019-04-10 15:38:59
mogntcCq,Sale of counterfeited items,4,2019-03-19 16:30:38
TJf8w92d,Fraud,5,2019-04-30 11:20:30
5wjFS2Gn,Fraud,5,2019-03-27 16:55:36
ol3SmbBg,Complaint about a store item,3,2019-04-16 20:18:47
LXmfE06R,Complaint about a video review,8,2019-03-30 12:29:48
2VfZ4a7w,Sale of prohibited items,6,2019-04-30 13:19:25
sZCrh3bX,The review was deleted,7,2019-04-12 16:33:19
0h9A54LD,Complaint about a video review,8,2019-04-28 13:15:52
SwTa9tuk,Complaint about a video review,8,2019-03-26 17:17:47
pdh3wj22,Sale of counterfeited items,4,2019-04-18 19:21:27
NFgApTKZ,Fake reviews,2,2019-03-10 19:17:50
IGqa6J34,Website not working,1,2019-03-24 16:32:37
Idrl3Jmf,The review was deleted,7,2019-03-11 18:40:15
Uq3C5D7t,The review was deleted,7,2019-03-11 20:51:19
vgIouhDd,Sale of counterfeited items,4,2019-03-09 12:21:42
C0OohOJe,Sale of counterfeited items,4,2019-04-24 19:16:25
MjyyyO02,Fraud,5,2019-04-12 13:45:18
mqflgWu7,Sale of prohibited items,6,2019-03-22 10:36:58
CFsh7kxY,Complaint about a video review,8,2019-04-20 14:58:56
KDspczsa,Complaint about a store item,3,2019-04-20 14:57:51
HI64XDXt,Sale of counterfeited items,4,2019-03-19 13:27:38
rzfOoRiJ,The review was deleted,7,2019-03-01 18:19:12
8nxvf2WG,The review was deleted,7,2019-03-14 12:51:42
J5UL5uDv,Fraud,5,2019-04-23 21:11:35
58ecVxbL,Sale of prohibited items,6,2019-04-30 12:34:12
BFGuBsTN,Complaint about a store item,3,2019-03-03 17:59:20
pfnXw9v0,Sale of prohibited items,6,2019-04-12 20:55:35
ZwfsJM0T,Complaint about a store item,3,2019-04-06 19:57:50
U5IDTk75,Sale of prohibited items,6,2019-03-07 15:59:13
Pye4pabD,Fraud,5,2019-03-15 12:57:57
CzRpgLQU,Complaint about a video review,8,2019-03-12 20:51:34
wSlff9Ri,Complaint about a store item,3,2019-04-05 20:51:46
RcfzST6d,The review was deleted,7,2019-03-26 21:53:54
MCnXJJkb,Fraud,5,2019-04-12 10:50:17
MyQQXqXi,Sale of prohibited items,6,2019-04-04 11:32:33
lh7oa5B0,Fraud,5,2019-03-03 19:10:41
T8WeyavL,Website not working,1,2019-04-21 18:40:54
dfbu9AFJ,Website not working,1,2019-03-04 10:59:49
AkmTlPKC,Fraud,5,2019-03-28 16:44:14
1iWgcI4K,Sale of prohibited items,6,2019-03-16 20:21:22
mSurgBqu,The review was deleted,7,2019-04-15 10:49:32
odixDpUS,Complaint about a video review,8,2019-04-03 11:50:16
dqWVR5fQ,Fraud,5,2019-03-06 15:49:25
Pvid7VQj,Complaint about a video review,8,2019-04-10 10:16:29
4MXempH0,Fraud,5,2019-04-03 10:38:32
jWJkIVGt,The review was deleted,7,2019-03-23 18:15:39
uiepNK7M,The review was deleted,7,2019-03-19 13:17:49
v9HVUD21,Complaint about a store item,3,2019-04-12 10:38:30
XMrQd6LT,Fake reviews,2,2019-04-21 13:26:37
NuK9aZID,Sale of counterfeited items,4,2019-03-02 21:51:19
CiK1dpjn,Complaint about a store item,3,2019-03-23 13:37:43
rShXCM2x,Website not working,1,2019-03-06 13:59:47
V6bfsVXN,Website not working,1,2019-04-04 17:14:56
HQi3cQqv,Complaint about a video review,8,2019-04-12 10:21:23
TCNTzHpD,Website not working,1,2019-03-30 15:39:33
lsc6LBjS,Complaint about a store item,3,2019-04-18 17:50:57
MiSZYpLJ,Fraud,5,2019-04-26 16:18:56
tUliIcG3,Complaint about a video review,8,2019-03-20 14:40:48
Q3ywWmem,The review was deleted,7,2019-04-28 10:52:23
2mnesp59,Complaint about a store item,3,2019-03-01 21:55:17
84Dnk6vS,The review was deleted,7,2019-04-27 14:46:41
yGryJD5S,Website not working,1,2019-04-18 15:10:38
FQFu8IZD,Sale of prohibited items,6,2019-03-20 18:26:35
aAIF0wLc,Complaint about a store item,3,2019-04-28 11:24:17
egYqKpJe,Sale of counterfeited items,4,2019-04-15 12:59:45
FjH6CJhd,Complaint about a store item,3,2019-03-21 18:35:11
noc3QSoI,Fraud,5,2019-04-21 19:12:37
uRITKHvF,Complaint about a store item,3,2019-04-09 21:21:11
3qapl6C6,Complaint about a video review,8,2019-04-29 17:50:15
CLrjW8On,The review was deleted,7,2019-03-06 18:37:37
td9o8nOY,Fraud,5,2019-03-06 17:36:56
31i2goas,Fraud,5,2019-03-26 19:17:47
qKGt8V2M,Sale of counterfeited items,4,2019-04-09 11:27:29
gvXBjIFJ,Complaint about a store item,3,2019-04-23 11:23:20
hXMAmV1l,Sale of counterfeited items,4,2019-04-16 15:42:40
H4K6ClJe,Fake reviews,2,2019-04-06 11:15:34
TqoNiz0A,Fake reviews,2,2019-03-15 15:39:45
5PjzqDAX,Complaint about a store item,3,2019-04-10 20:53:24
ZXjqYCbX,Sale of counterfeited items,4,2019-04-27 14:25:15
PzqGCT3F,Sale of counterfeited items,4,2019-03-13 12:16:24
FfHO4zgp,Complaint about a video review,8,2019-03-18 18:32:29
BnmE2YX0,Sale of prohibited items,6,2019-04-05 20:23:20
nukt95iM,Fake reviews,2,2019-04-25 18:43:45
zhNJd47Z,Sale of counterfeited items,4,2019-03-13 14:57:12
CiCbhLLJ,Complaint about a store item,3,2019-04-08 20:29:11
pbRSonH7,Fraud,5,2019-04-27 14:45:23
RGC0h7AW,Fake reviews,2,2019-04-24 12:11:46
ys5qGMOh,Fake reviews,2,2019-04-14 17:25:44
XoXfroTR,Fraud,5,2019-04-23 14:16:41
Kipk0j3E,Fraud,5,2019-03-08 14:52:19
TYcWPvRT,Fake reviews,2,2019-04-28 17:50:38
KjocvuTk,Complaint about a video review,8,2019-03-03 18:47:38
CRncWcU4,Fraud,5,2019-04-08 17:42:41
uLsJkamx,Fraud,5,2019-03-09 17:40:14
6hsooMUL,Sale of prohibited items,6,2019-04-14 13:21:48
cjDePjwC,Sale of prohibited items,6,2019-03-10 19:56:45
lmsudIOs,The review was deleted,7,2019-04-09 15:42:16
4DFMDm4L,Fake reviews,2,2019-03-19 13:41:37
1Cy08swr,Complaint about a store item,3,2019-03-15 18:31:11
6BAY7ZRN,Sale of prohibited items,6,2019-04-06 15:55:35
hOH6CssB,Website not working,1,2019-04-30 18:29:30
IGSRmG9M,Website not working,1,2019-03-22 11:14:17
yDWH8siw,Fraud,5,2019-04-02 19:19:47
3May8BTZ,The review was deleted,7,2019-04-09 20:31:36
DVftNgPn,Complaint about a store item,3,2019-03-25 21:33:20
jtcnvybv,Sale of prohibited items,6,2019-03-26 13:35:36
Wi6bmSrq,Complaint about a video review,8,2019-03-19 10:31:33
k72zYiXX,The review was deleted,7,2019-04-21 21:25:20
0PdBKOuU,Fake reviews,2,2019-03-23 11:12:16
wWIvojg7,Fake reviews,2,2019-04-06 12:14:41
wmT1bqHL,Complaint about a store item,3,2019-03-21 19:51:10
sT9RYuRI,Fraud,5,2019-03-23 21:58:11
aRZSBysT,Sale of prohibited items,6,2019-03-30 20:54:25
2jbsz1gH,Complaint about a store item,3,2019-04-16 19:30:40
RyjNsNFy,Fraud,5,2019-04-05 17:12:24
X21V58Wd,Complaint about a store item,3,2019-03-15 13:42:43
OSsTQ7nu,Complaint about a store item,3,2019-04-22 19:54:16
wlqDEYON,Website not working,1,2019-04-15 15:56:29
yaOY3Zkd,Fraud,5,2019-03-06 16:32:58
ClLw7ql2,Fake reviews,2,2019-03-22 15:40:22
0nXAZXlJ,Sale of prohibited items,6,2019-03-01 17:38:14
rEyzOo59,The review was deleted,7,2019-04-24 21:27:45
wdo1dI9Q,Sale of counterfeited items,4,2019-03-08 18:27:38
rDtiXUXK,The review was deleted,7,2019-03-16 15:43:22
yAPIZ4r9,Fake reviews,2,2019-03-21 20:59:29
k2q4soE9,Fraud,5,2019-03-29 16:24:56
gBpHgnWg,Sale of prohibited items,6,2019-03-23 21:44:21
mD5ccYT3,Complaint about a store item,3,2019-04-29 11:17:24
nzOyJttc,Website not working,1,2019-04-09 16:54:22
s4JFKEIX,Sale of prohibited items,6,2019-04-01 10:21:44
9YlKCWq5,Fraud,5,2019-03-02 15:21:19
ebxx0Udz,Fake reviews,2,2019-03-28 15:22:34
OxRsOFqv,Website not working,1,2019-04-13 17:42:54
9obbYOd8,Complaint about a video review,8,2019-03-24 20:55:22
6WkwSdhK,Website not working,1,2019-04-01 18:26:20
rxGAW4X0,Sale of counterfeited items,4,2019-03-12 13:40:21
idaa7T77,Complaint about a store item,3,2019-04-30 10:55:35
O8Qt6ADh,Complaint about a store item,3,2019-04-20 20:50:14
Ab18eybA,Fraud,5,2019-04-07 15:18:41
9lJbOECu,Fake reviews,2,2019-03-06 11:39:18
vwBg9IU9,The review was deleted,7,2019-03-30 17:17:45
YJcktrjP,Sale of prohibited items,6,2019-04-23 19:57:12
2QIkDyhA,Fraud,5,2019-04-18 19:51:57
2kzky45W,Sale of counterfeited items,4,2019-04-21 17:56:29
vwTHRj9H,Complaint about a store item,3,2019-04-18 19:42:51
6BwDgo27,Complaint about a video review,8,2019-04-13 17:58:55
BwmUTGTd,Fake reviews,2,2019-03-09 16:35:45
Q1SuK7sN,The review was deleted,7,2019-03-10 12:18:40
kPGAZB4u,Complaint about a store item,3,2019-04-07 12:54:56
AtVqevFe,Complaint about a store item,3,2019-03-01 11:21:24
b4TFvwX0,Sale of prohibited items,6,2019-03-20 17:47:15
QKjdY4XA,Fake reviews,2,2019-04-21 21:27:21
keeI4WPE,Sale of counterfeited items,4,2019-03-24 16:50:13
QLAh6ntS,Fake reviews,2,2019-03-15 13:14:34
jniXZT8q,Complaint about a video review,8,2019-04-03 12:52:31
tI1hR5dX,Sale of prohibited items,6,2019-03-22 19:27:16
nM0o1b76,Complaint about a video review,8,2019-03-15 12:47:49
ANpCK0Y0,The review was deleted,7,2019-03-30 21:42:27
FUREZb9u,Complaint about a video review,8,2019-04-09 17:24:30
U43vH9Qc,The review was deleted,7,2019-03-23 16:36:35
y9msQCWV,Complaint about a video review,8,2019-04-09 10:21:22
LJozRT1g,The review was deleted,7,2019-04-30 15:21:18
QvtuJPLk,Complaint about a store item,3,2019-04-29 19:29:53
ubDccf7K,Fake reviews,2,2019-04-19 14:12:32
N3c1Jq3o,Fraud,5,2019-03-02 18:37:10
ifi04oGG,Complaint about a store item,3,2019-03-05 11:23:41
mAhJDjR8,Sale of counterfeited items,4,2019-03-30 16:55:17
bmV8N1IS,Sale of prohibited items,6,2019-03-03 16:53:36
CmNX9FPz,Fraud,5,2019-03-12 17:45:50
TnRe8XeJ,Website not working,1,2019-04-09 21:22:36
tUBeNofT,Website not working,1,2019-03-22 14:46:23
k4uRDOrm,Website not working,1,2019-04-23 19:13:18
0A62aN90,Complaint about a video review,8,2019-03-03 18:44:22
cGQ6gDt0,Fake reviews,2,2019-03-14 14:45:21
lP0zl1Kr,Fraud,5,2019-03-13 21:34:12
0RK0mro8,Fraud,5,2019-03-20 17:42:41
TPW16NnE,Sale of prohibited items,6,2019-04-23 12:59:42
rGvo4iql,The review was deleted,7,2019-03-05 13:30:31
VxCToZnG,Complaint about a store item,3,2019-03-24 15:47:31
VXHuIprA,Fraud,5,2019-03-05 19:22:36
LOBRMDB7,Complaint about a store item,3,2019-03-14 13:57:38
ijdV4iOX,Sale of counterfeited items,4,2019-04-14 17:17:41
KMlFNI76,Sale of prohibited items,6,2019-04-24 17:37:30
QqhCeZj4,Complaint about a store item,3,2019-04-24 20:59:31
a055g84p,Complaint about a store item,3,2019-03-01 12:33:15
fBroPouq,Complaint about a store item,3,2019-04-14 10:58:15
SOE8uWE6,Sale of prohibited items,6,2019-03-05 13:36:42
PB5yEgzg,The review was deleted,7,2019-03-30 15:50:11
eHqLNoga,Website not working,1,2019-03-13 19:37:14
DZ4flZXf,Sale of prohibited items,6,2019-04-04 15:26:14
02Y6SkSM,Fraud,5,2019-04-13 12:12:29
us9IQLPB,Sale of counterfeited items,4,2019-04-19 17:15:53
BTs7KeZX,Website not working,1,2019-03-21 21:49:54
nQw3h28J,Sale of prohibited items,6,2019-03-05 15:53:34
nIuVmqPW,Sale of counterfeited items,4,2019-03-21 19:33:23
SQTXtyyD,Sale of counterfeited items,4,2019-04-14 10:28:10
QX4uHuIX,Complaint about a video review,8,2019-03-15 11:11:33
a2VctXf3,Complaint about a video review,8,2019-03-09 14:10:56
c1otteN6,Complaint about a store item,3,2019-04-06 21:21:29
tedbnnkp,Fraud,5,2019-04-05 21:23:44
mtXsaPQl,The review was deleted,7,2019-03-12 14:43:12
9Obb1b1n,Complaint about a store item,3,2019-04-08 18:15:23
Bw7d1nev,Website not working,1,2019-04-14 10:29:59
ARqdC5Ck,The review was deleted,7,2019-03-06 17:10:59
8m4sbwhF,Complaint about a store item,3,2019-03-16 14:12:46
dMoUqiNt,Complaint about a store item,3,2019-04-17 18:51:26
dqhlNfxK,Website not working,1,2019-04-12 19:42:37
RIHl36Sp,The review was deleted,7,2019-04-08 18:15:13
u9CiWib5,Sale of counterfeited items,4,2019-03-29 20:10:54
5fENMF5m,Complaint about a store item,3,2019-03-04 18:23:23
PhYdKT9Y,Complaint about a video review,8,2019-04-10 16:38:37
1tj7LmSc,Sale of counterfeited items,4,2019-04-02 15:22:49
Y79SnkRA,Sale of prohibited items,6,2019-04-18 16:17:13
Lo5Ep5YA,Complaint about a store item,3,2019-03-02 15:12:12
nogZALNj,The review was deleted,7,2019-03-02 12:32:21
NIOlb57f,Complaint about a store item,3,2019-03-06 17:19:53
R5Uexhur,Sale of prohibited items,6,2019-03-21 15:32:33
uxbxOlsK,Complaint about a video review,8,2019-03-15 15:24:37
PMRlUd99,Fraud,5,2019-03-30 21:10:57
t1BhjUsw,Complaint about a store item,3,2019-04-02 20:47:16
bTZ3RHKC,Website not working,1,2019-03-20 18:15:31
E4gDIg8S,Fraud,5,2019-04-14 18:54:59
p96XaZdU,The review was deleted,7,2019-04-01 10:19:33
zqJI0bwW,Sale of counterfeited items,4,2019-03-01 10:27:59
hlVTqixp,The review was deleted,7,2019-04-19 11:47:20
rDfNaH9y,Complaint about a store item,3,2019-04-12 14:23:15
B4lroAcg,Complaint about a video review,8,2019-04-13 19:49:50
zis4kzee,Sale of prohibited items,6,2019-04-23 11:46:18
71L7fiE0,Complaint about a store item,3,2019-04-06 10:24:27
S9C6hkIO,Sale of prohibited items,6,2019-04-16 13:18:35
IZ6sfEf3,Fake reviews,2,2019-03-07 18:52:26
pCm1a1qc,Sale of counterfeited items,4,2019-03-11 17:56:29
UnB3S1EY,Complaint about a video review,8,2019-04-28 15:10:18
WcuIDD9q,Fraud,5,2019-04-07 11:42:24
Bl2wcpei,Fraud,5,2019-04-11 21:47:50
zugkmaXp,Sale of counterfeited items,4,2019-04-13 13:24:32
3jhWzFaf,Sale of counterfeited items,4,2019-03-07 19:55:52
rPNJwD8p,Complaint about a store item,3,2019-04-10 19:36:50
auXL5aRf,Fraud,5,2019-04-13 14:14:59
zTjj65KI,Sale of prohibited items,6,2019-03-12 10:58:45
cJeVTHNU,Fraud,5,2019-04-13 12:38:51
ezvRVPs3,Complaint about a store item,3,2019-04-03 17:57:13
lDFfytzL,Fraud,5,2019-03-25 13:56:54
7CDlpLaT,Website not working,1,2019-03-27 17:46:59
icD9XN8C,Complaint about a store item,3,2019-04-28 14:13:16
MTbiptjw,Complaint about a store item,3,2019-04-09 11:58:19
PGpbgTbV,Fraud,5,2019-03-15 13:56:50
xchoz6ZM,Fraud,5,2019-04-12 17:23:12
Z7CplR3A,Complaint about a video review,8,2019-04-26 21:30:17
ewGDnykO,Fake reviews,2,2019-04-07 21:49:31
a7kIIvdN,Complaint about a store item,3,2019-03-13 13:26:47
1fC6yLEu,Complaint about a store item,3,2019-03-13 16:55:29
j4pmMla1,Fake reviews,2,2019-03-28 15:39:14
cKowcIfl,Fake reviews,2,2019-04-15 20:13:51
fFWiDu9E,Complaint about a video review,8,2019-04-02 12:36:34
UF0IhCmY,Complaint about a store item,3,2019-03-17 21:49:55
XTs3vjX3,Sale of counterfeited items,4,2019-04-27 11:22:15
8tYUATtj,Website not working,1,2019-04-25 16:45:57
5b7rzGxS,Fake reviews,2,2019-03-02 14:44:14
kRyFV6sk,Sale of counterfeited items,4,2019-04-02 19:55:54
Xf2l0s8p,Website not working,1,2019-03-20 12:42:28
cmPbUsAH,Fake reviews,2,2019-04-23 17:29:57
IcVtsT4c,Sale of counterfeited items,4,2019-03-23 20:48:50
p29np0wM,Fraud,5,2019-04-07 15:43:11
dvyqtqv0,Fraud,5,2019-04-25 16:21:56
upxnS1Ru,Complaint about a video review,8,2019-04-01 10:54:51
gpnmMDRu,Sale of prohibited items,6,2019-03-10 12:12:39
FoePmzZb,Complaint about a store item,3,2019-03-10 14:38:44
3DpwCbYx,Fraud,5,2019-04-10 12:33:12
Sqg45AXZ,Fraud,5,2019-03-09 12:49:18
Yjf9SRH1,The review was deleted,7,2019-04-12 16:32:21
V3UyoQoB,Sale of prohibited items,6,2019-04-24 10:59:28
zvvLFKPl,Sale of counterfeited items,4,2019-04-19 16:17:37
RbYlxgwv,Fraud,5,2019-03-30 20:44:36
juZhwDXl,Sale of prohibited items,6,2019-03-01 17:56:11
rTy3s27n,Sale of prohibited items,6,2019-03-21 17:38:11
hrPZaYS8,Fraud,5,2019-03-24 16:53:15
ek3ag5gr,The review was deleted,7,2019-04-19 14:26:59
7N5t1XG0,Complaint about a video review,8,2019-04-13 11:12:26
Vj6bxLlz,Complaint about a video review,8,2019-03-26 11:58:14
6ttZs8Zi,Website not working,1,2019-04-12 12:47:14
cqMYhxO3,Sale of prohibited items,6,2019-03-22 19:23:11
X2K2iEaV,Sale of counterfeited items,4,2019-03-01 18:15:57
ujitjAve,Fraud,5,2019-04-04 10:13:59
VCtsmMQY,The review was deleted,7,2019-04-12 17:45:17
lPzT7cO0,Complaint about a video review,8,2019-04-08 18:40:36
yoq06d5g,Fraud,5,2019-03-21 21:32:45
hkt0TeXg,Fake reviews,2,2019-03-08 21:51:58
vY5EsAme,The review was deleted,7,2019-03-20 16:10:25
jxzP11RM,Fake reviews,2,2019-04-27 14:50:51
UtmJ3rV2,Sale of counterfeited items,4,2019-04-01 19:21:14
dLfCGgDC,Sale of prohibited items,6,2019-04-10 13:35:39
E3WcXMn7,Complaint about a store item,3,2019-04-21 19:14:32
qyFuetbb,Fraud,5,2019-03-06 18:53:54
kCEnD6vZ,Complaint about a store item,3,2019-03-26 18:24:23
iRTQlDBI,Sale of prohibited items,6,2019-04-14 11:43:26
taY1vv8K,Complaint about a video review,8,2019-03-15 15:46:10
ZzNlxs8K,Complaint about a video review,8,2019-03-22 14:57:49
yG7xc4UB,Website not working,1,2019-04-19 21:36:51
Wa0iEnpR,Complaint about a store item,3,2019-04-10 16:23:50
tJlgnnVt,Fraud,5,2019-04-16 20:28:46
QI6QOZSk,Fraud,5,2019-03-09 21:29:23
2BxQ9xAd,Sale of prohibited items,6,2019-04-24 13:50:35
QfdrkeW6,Sale of counterfeited items,4,2019-04-19 15:10:13
BUuEvZKr,Website not working,1,2019-04-03 14:23:53
MPVGYU7P,Website not working,1,2019-04-16 16:28:35
pLt8xUEM,Fraud,5,2019-04-03 13:32:58
cbQwJ5iO,Website not working,1,2019-04-03 14:52:25
SLhdcOvO,Complaint about a store item,3,2019-04-29 20:11:53
S6q7ddrE,Fake reviews,2,2019-03-04 12:49:21
vpq0kHBw,The review was deleted,7,2019-03-19 16:54:57
QAHmYfc8,Fraud,5,2019-03-02 14:49:22
wy4vcGxR,Complaint about a video review,8,2019-03-18 10:32:48
OO1NUs64,Complaint about a store item,3,2019-04-27 21:31:25
ZlJ7frqo,Complaint about a store item,3,2019-04-17 11:48:45
YwxMzK0X,Complaint about a store item,3,2019-04-20 21:53:41
uDIwKDds,Fraud,5,2019-03-01 19:22:31
1BvTzXXs,Fraud,5,2019-04-28 21:33:30
yF9Ury0z,Complaint about a store item,3,2019-03-25 16:24:15
TWSRT8nr,Fake reviews,2,2019-03-12 11:52:28
BaUDEiWS,Fraud,5,2019-04-22 15:45:44
zJAFb8Dq,Website not working,1,2019-04-07 21:44:38
v0ivsqiO,Website not working,1,2019-04-13 19:21:27
zf48DaWa,Complaint about a store item,3,2019-04-07 11:59:12
dMLyfmbW,Sale of counterfeited items,4,2019-04-05 17:30:17
WXTv5PpW,Website not working,1,2019-03-13 13:12:11
cCKZiMpB,Complaint about a store item,3,2019-04-14 10:21:22
htkEmyYi,Fake reviews,2,2019-04-21 17:28:27
Cxmjp7wW,Complaint about a store item,3,2019-03-08 12:21:58
dEu1D0Ty,Fake reviews,2,2019-03-14 15:21:20
MoHQ2J4J,Complaint about a video review,8,2019-03-28 16:15:10
2JbIGIU5,Sale of prohibited items,6,2019-04-04 17:37:14
Kn8yM76V,Complaint about a store item,3,2019-03-22 13:27:28
x3IU98PP,Complaint about a video review,8,2019-03-18 12:32:21
Hyumjjx2,Complaint about a store item,3,2019-04-19 20:40:16
bnbrmnL2,Sale of prohibited items,6,2019-03-13 21:11:58
BjNqyFl1,Complaint about a store item,3,2019-04-25 19:43:39
2Mon8UtK,Complaint about a video review,8,2019-04-20 20:16:55
IlWBHkei,Fraud,5,2019-03-09 13:26:47
49gypi8j,Website not working,1,2019-04-14 10:12:33
8r9jI0XU,Website not working,1,2019-04-07 19:47:50
F4o7xo6u,Complaint about a video review,8,2019-04-21 11:18:27
h5yvHrNq,Website not working,1,2019-04-23 17:26:14
OxOpyAhY,Sale of prohibited items,6,2019-03-09 20:34:54
Z4tKFsnt,Fraud,5,2019-04-19 17:18:36
Kw1bOJiF,Complaint about a video review,8,2019-03-11 14:16:47
OMrt4ua2,Website not working,1,2019-04-23 13:57:20
8GS8QStS,Fake reviews,2,2019-03-30 11:26:14
64AgMZ7g,The review was deleted,7,2019-03-21 18:49:55
LAa3teEU,Fraud,5,2019-03-22 13:59:38
v7nGTaVW,The review was deleted,7,2019-03-05 15:34:41
vTxxkNBS,Fraud,5,2019-04-06 21:12:29
HAO4VDNO,Complaint about a store item,3,2019-04-13 16:35:55
EvvtiXmP,Complaint about a store item,3,2019-04-12 16:25:40
pHRdwpTr,Sale of prohibited items,6,2019-04-10 16:37:48
bvuj8rI0,Fake reviews,2,2019-04-06 20:33:23
aIzPTyFJ,Fraud,5,2019-03-16 19:18:25
2w6PsxP3,Website not working,1,2019-04-04 18:21:15
RxkxVgS3,Sale of prohibited items,6,2019-04-09 17:31:18
tV1hqq2C,Complaint about a video review,8,2019-04-19 18:49:20
x1yEoQ4v,Fraud,5,2019-04-29 18:22:18
sZW8SBD7,Fake reviews,2,2019-03-13 10:50:28
P6FbDQAv,Sale of prohibited items,6,2019-04-24 19:43:50
kdZVopbS,Sale of counterfeited items,4,2019-04-25 10:51:10
MaDc7cnT,Fraud,5,2019-04-13 21:12:38
